,id,name,est_diameter_min,relative_velocity,miss_distance,absolute_magnitude,orbitating_body,potentially_hazardous,est_diameter_max
0,1000000,Asteroid-0,0.9426048959299327,42947.32414170637,42942491.2834411,24.72385431116733,Earth,False,1.1425240849647191
1,1000001,Asteroid-1,2.377278622960691,40811.925865439975,60426881.46456897,17.585795431577495,Earth,False,2.8524339281655444
2,1000002,Asteroid-2,1.8326649151103989,136406.9141755503,57036053.64128291,28.085918450322225,Earth,True,2.112780735152464
3,1000003,Asteroid-3,1.5006596256506213,41184.198978178385,11627102.861563649,24.19674358603862,Earth,False,1.9241157603630628
4,1000004,Asteroid-4,0.39848641470166696,44432.71028865149,11278785.283636395,17.358058253354315,Earth,False,0.4953135320362163
5,1000005,Asteroid-5,0.3984263556371446,115112.74805060474,20186260.14409401,29.435070862218105,Earth,False,0.5417444186337929
6,1000006,Asteroid-6,0.1546281942988167,70212.27715532831,27144497.002943687,22.77548195002981,Earth,False,0.17158052766358833
7,1000007,Asteroid-7,2.1667786029795884,117623.03075850128,30693323.047495347,16.093476778074823,Earth,False,2.8019922378489253
8,1000008,Asteroid-8,1.5067763792405902,14478.09284683586,51009321.54081756,24.402493566226006,Earth,False,2.0023320217774447
9,1000009,Asteroid-9,1.7731007187121535,75697.82308264072,4345364.369221072,18.797983605192154,Earth,True,2.354404645087373
10,1000010,Asteroid-10,0.0612553907965481,9873.972026575982,2696985.5465323725,27.055401778159535,Earth,False,0.08366397201492813
11,1000011,Asteroid-11,2.425075531883366,14084.714501026407,29454101.164498787,27.267331103492857,Earth,False,3.1979716525676496
12,1000012,Asteroid-12,2.0827821755930502,136433.43073493958,52317560.54113474,29.684210337819927,Earth,False,2.8707882707730685
13,1000013,Asteroid-13,0.5387243855889077,25190.5788120513,14588307.187440544,22.528042965367554,Earth,False,0.64635989085298
14,1000014,Asteroid-14,0.4627441683456806,82200.99892990648,48148685.64609325,21.824353195916057,Earth,False,0.578875752097771
15,1000015,Asteroid-15,0.46667722953505025,64608.86237710245,19561127.53172843,26.30213408169721,Earth,False,0.5153161499646491
16,1000016,Asteroid-16,0.767563184969249,55364.78230753219,66467849.55013237,16.987059845128897,Earth,False,0.8459216198272388
17,1000017,Asteroid-17,1.3166435147642723,135475.83512465452,67187176.82556957,23.203732706896865,Earth,False,1.5431562135026262
18,1000018,Asteroid-18,1.0855430964188684,8164.392532445978,22366811.600671355,23.193714001962764,Earth,False,1.2269265731378562
19,1000019,Asteroid-19,0.7351605590931244,101249.50449546042,17326532.171846714,16.342096842155808,Earth,False,0.8660657554226475
20,1000020,Asteroid-20,1.533513707858725,144692.1929609648,30906667.507760722,21.269761282603703,Earth,False,1.7683145743577275
21,1000021,Asteroid-21,0.3573397130235842,86224.38660196708,18115815.72999314,27.79927197850803,Earth,False,0.39613108557332305
22,1000022,Asteroid-22,0.7374401748526933,140839.2569947983,50461549.862548605,27.842304329919905,Earth,False,1.0123514149539494
23,1000023,Asteroid-23,0.9222409898012924,12577.392496473447,61972244.87266658,16.488564973795214,Earth,False,1.0167402014308289
24,1000024,Asteroid-24,1.1456142607004196,65725.03126575341,50514600.60525015,16.360813241217464,Earth,False,1.5131555472503146
25,1000025,Asteroid-25,1.965088143868604,42722.879689497415,61843848.498976275,18.94043215502903,Earth,False,2.2512921608655256
26,1000026,Asteroid-26,0.5071877175743158,110969.03992220582,29834712.94933981,28.121490938309904,Earth,False,0.6967079872974447
27,1000027,Asteroid-27,1.290443751649893,147288.07812210076,11808141.106093679,16.933538776102484,Earth,False,1.7651190093375313
28,1000028,Asteroid-28,1.485112276466486,42196.85905441593,55372525.960079655,25.799952039411693,Earth,False,1.9249584901336823
29,1000029,Asteroid-29,0.12566152767279434,99855.3172137408,27099540.435102385,16.51748429419655,Earth,False,0.1635698715054036
30,1000030,Asteroid-30,1.5227866812345816,33724.15675016232,50378184.80966202,24.34706780621738,Earth,False,1.6775044616422385
31,1000031,Asteroid-31,0.43460506798135595,86972.88691288343,20371231.25443425,20.341009486787172,Earth,False,0.6064746269626035
32,1000032,Asteroid-32,0.17197846653334603,72270.21056980875,6184099.647019783,26.833709444488004,Earth,False,0.23446680469746356
33,1000033,Asteroid-33,2.3727249877607997,145940.77279657288,74444376.48203348,18.505356732380456,Earth,True,3.247149759083894
34,1000034,Asteroid-34,2.4144237623556526,93236.45454098764,11799492.944001887,24.588027440849398,Earth,False,3.133374841228851
35,1000035,Asteroid-35,2.0229093968099883,55678.423952588724,74132732.44786473,18.535238018638275,Earth,True,2.434442151852742
36,1000036,Asteroid-36,0.7684882852416931,21543.88880875034,73298266.9492269,25.704904246682307,Earth,False,1.051364669150292
37,1000037,Asteroid-37,0.2532035638758959,26930.79016656551,59556975.98271217,28.10517051841123,Earth,False,0.3006678578048961
38,1000038,Asteroid-38,1.713740236015271,37670.95484292909,49490779.85994162,16.9020269869014,Earth,False,2.1744166835455334
39,1000039,Asteroid-39,1.1059797094116073,41390.16589434321,43377748.06380624,27.998935328932554,Earth,False,1.2496678098964353
40,1000040,Asteroid-40,0.31387520476349934,128339.32838696497,64971005.748799816,23.90362881621447,Earth,False,0.4320764288970826
41,1000041,Asteroid-41,1.242990506177063,86377.30430096612,21779020.169299647,16.90665736300536,Earth,False,1.4197824595627144
42,1000042,Asteroid-42,0.0956274175768938,80891.68214928314,35129322.81511729,21.41312783039568,Earth,True,0.11164204956057056
43,1000043,Asteroid-43,2.2742078011761673,21641.486421036534,46492308.70555099,17.412904402276467,Earth,False,2.8824224982492077
44,1000044,Asteroid-44,0.6543621541840422,129720.25553566807,30898166.64262488,25.505218332998542,Earth,False,0.8697964320873407
45,1000045,Asteroid-45,1.6596804880414153,109808.07396523014,32118735.411361072,26.383022016269244,Earth,True,2.13402612015719
46,1000046,Asteroid-46,0.7861605794626334,14811.91247550023,24838321.595906124,16.586947804091984,Earth,False,0.9195249968288665
47,1000047,Asteroid-47,1.304969372732749,107636.08909831646,42360963.06967175,22.592097790419665,Earth,True,1.4358355024906917
48,1000048,Asteroid-48,1.3713085955647664,83813.04151468367,63808032.148332186,27.219375840388757,Earth,False,1.8199255847949758
49,1000049,Asteroid-49,0.47028759425856237,16850.175133282846,15194475.512672832,29.042445623264946,Earth,True,0.6563155886290104
50,1000050,Asteroid-50,2.4242657231337508,71453.5930216552,70089034.60263276,22.70276800112655,Earth,True,3.2557256803294328
51,1000051,Asteroid-51,1.9400807301691754,75280.96163385682,51712665.2657424,29.254188354171106,Earth,False,2.4019402007206847
52,1000052,Asteroid-52,2.349352364494831,29037.308323674984,61763163.62973426,23.035334556840446,Earth,False,3.2212679267006163
53,1000053,Asteroid-53,2.2381201025648454,142126.23131504093,41758682.87798787,20.91285741899862,Earth,False,2.737118607680012
54,1000054,Asteroid-54,1.4987709472396022,128246.42886469598,58485800.93666235,27.72304692829343,Earth,False,1.8846748283675432
55,1000055,Asteroid-55,2.305466845207561,102008.23891272071,1313409.760726094,22.394740656871335,Earth,True,2.86601558760602
56,1000056,Asteroid-56,0.23034633010927957,72032.85634508805,61396693.815987185,22.078537658467845,Earth,False,0.2843135180215497
57,1000057,Asteroid-57,0.4979973274236716,64706.00352975373,3106400.545493952,22.354687341147425,Earth,False,0.6636099395715982
58,1000058,Asteroid-58,0.12261594938723978,99391.15273688835,66754511.8895784,27.70177502804618,Earth,False,0.15425462522772207
59,1000059,Asteroid-59,0.8200725236005283,84087.62106400129,74398009.76817438,27.479123125320783,Earth,False,0.9799990788185957
60,1000060,Asteroid-60,0.9778064513268103,14029.600352873415,22125652.917040657,21.052799886603168,Earth,False,1.151315712999242
61,1000061,Asteroid-61,0.6856590891170009,79312.88407169809,15852859.865805944,19.999497898057875,Earth,False,0.7619895353192514
62,1000062,Asteroid-62,2.073556397788304,121928.52449876172,57425715.95296725,22.37892036058694,Earth,False,2.643698455291667
63,1000063,Asteroid-63,0.8983157834670374,71589.78225155892,19051672.934926968,23.591587646056634,Earth,False,1.050120752526692
64,1000064,Asteroid-64,0.7095269291215782,12533.703745368919,64930622.49959804,18.575058159419953,Earth,False,0.812011124069842
65,1000065,Asteroid-65,1.3613132470640388,119010.3389106848,7802910.152595006,26.909326270733857,Earth,True,1.7644647890962484
66,1000066,Asteroid-66,0.36090132018715904,34197.74840971628,9534044.208813934,22.297241485986344,Earth,False,0.4707462483473284
67,1000067,Asteroid-67,2.007470482077559,42500.021058765626,73438451.4770361,20.010683226299392,Earth,False,2.6611961535325617
68,1000068,Asteroid-68,0.19563110276262938,28882.421247682905,50570533.480423346,16.60231489445986,Earth,False,0.2447488041058426
69,1000069,Asteroid-69,2.467348472135288,52881.184406367145,63531853.10972857,18.582677406054103,Earth,False,3.375866598595415
70,1000070,Asteroid-70,1.9328894755486772,114728.96832485207,24392270.3636287,29.239217576339755,Earth,False,2.669132539168456
71,1000071,Asteroid-71,0.5048020470200894,80310.94962807091,50768632.83909327,19.576495302292898,Earth,False,0.6775510026556328
72,1000072,Asteroid-72,0.023750071637769973,34707.78475185332,44608712.865413934,17.53288934050553,Earth,False,0.030653696020605203
73,1000073,Asteroid-73,2.040498956852537,132285.36133204593,45275943.99720873,21.9100918748249,Earth,False,2.4304715392309144
74,1000074,Asteroid-74,1.7700747861805668,132539.36896797174,51221681.21937534,19.606316150403728,Earth,False,2.4690480713878795
75,1000075,Asteroid-75,1.8252278484220585,131233.871631671,43194402.06736948,15.527388754067912,Earth,False,2.1578589232497882
76,1000076,Asteroid-76,1.9304631632480052,39625.4506503232,32236771.46076968,19.84717825919126,Earth,False,2.2408759963767313
77,1000077,Asteroid-77,0.194371182817885,70429.70490624328,20766609.80910296,23.16162935909203,Earth,False,0.23959090652502107
78,1000078,Asteroid-78,0.9025796640752389,147823.50014042688,57666741.68539883,23.275685580299502,Earth,False,1.0082285734485927
79,1000079,Asteroid-79,0.29851395821757304,116941.8090649486,17047805.007238645,20.34838381765333,Earth,False,0.41599363076227874
80,1000080,Asteroid-80,2.159127530430228,8939.276077706174,51957337.53096562,21.70954134378901,Earth,False,2.7561912109195523
81,1000081,Asteroid-81,1.5620123358006193,14454.665732771347,17576628.416434567,29.482768773521496,Earth,True,1.9792033806695009
82,1000082,Asteroid-82,0.8339360818830965,72270.04963778825,46937229.7295886,20.660227158454674,Earth,False,1.0813973441233309
83,1000083,Asteroid-83,0.16826029221219888,136836.92984992624,56056162.207964264,18.873402198899743,Earth,True,0.2101751246968285
84,1000084,Asteroid-84,0.7843459810719989,83111.76070314356,16481670.279099787,18.652005661001404,Earth,False,0.87032524641084
85,1000085,Asteroid-85,0.8197064718466002,77182.81366497208,4589753.23451199,21.866469190562015,Earth,False,1.052251776905422
86,1000086,Asteroid-86,1.8267193840617797,20293.686493711437,9909933.350263638,26.39280223075416,Earth,True,2.401865933486454
87,1000087,Asteroid-87,1.5975181036744808,100233.11518502263,45489172.84859981,18.089822762827097,Earth,False,1.9569991647528067
88,1000088,Asteroid-88,2.219159729015053,124204.9582870327,63723535.826307595,25.63944190711152,Earth,True,2.945243652867101
89,1000089,Asteroid-89,1.185815163653254,60160.90108859654,3470261.9105332852,15.317247350241244,Earth,False,1.3851511548959266
90,1000090,Asteroid-90,0.3077896723863713,117463.71838417248,55087929.3022193,21.28399466975919,Earth,False,0.3590006344663186
91,1000091,Asteroid-91,1.7859795201852577,144849.11481561768,25664766.581658904,26.6379759780418,Earth,False,2.0510637024697846
92,1000092,Asteroid-92,1.9043547710560749,34546.136573514916,35941774.90697224,20.08099433661647,Earth,False,2.3073132468453874
93,1000093,Asteroid-93,1.4075802219480458,80882.79652323748,69671580.28343287,23.456056521680992,Earth,False,1.90600946077254
94,1000094,Asteroid-94,1.929708278086857,46635.00392226345,24964665.704714827,18.074688492388663,Earth,False,2.601967733852646
95,1000095,Asteroid-95,1.239551034947333,119963.8907599067,34953736.35206751,26.129930866892586,Earth,False,1.5058651813972828
96,1000096,Asteroid-96,1.3116047451611654,88751.03805276784,1124812.8655750146,15.784186549031395,Earth,True,1.6745724985497898
97,1000097,Asteroid-97,1.0745771357127887,97014.45054479405,6211744.128362394,27.788139673132505,Earth,False,1.4144066691038648
98,1000098,Asteroid-98,0.07329362559279702,120697.55314430463,19468510.175995324,17.97294579632502,Earth,False,0.08592666386108648
99,1000099,Asteroid-99,0.27864965321332813,62415.71853605596,2186132.837498473,28.115970475624962,Earth,False,0.3205703551173061
100,1000100,Asteroid-100,0.08825867235996829,137688.05991902127,47390011.921013996,20.28793861950776,Earth,False,0.1228233101261741
101,1000101,Asteroid-101,1.5946619240468134,82289.18575069029,32037236.924441528,25.8402536171173,Earth,False,2.049566656439104
102,1000102,Asteroid-102,0.7927463928800534,27903.44931112546,41156075.68432885,19.788379466792826,Earth,False,1.105425164187882
103,1000103,Asteroid-103,1.27634102100011,105905.37213447636,13181074.223635083,28.588675068519713,Earth,True,1.5333026695396959
104,1000104,Asteroid-104,2.2698405200759715,120022.89581354689,22265309.004802547,16.899556882775617,Earth,False,2.9755555239333216
105,1000105,Asteroid-105,0.6307376505806986,50930.44317479137,49820453.16646911,17.67779683908898,Earth,False,0.7359327640555905
106,1000106,Asteroid-106,1.031853478358718,129290.99226481919,72401173.99991694,22.395451877382033,Earth,False,1.215894917777654
107,1000107,Asteroid-107,1.8913223349721913,136390.77194103613,3876216.342805469,16.22907658557219,Earth,True,2.3709061430524754
108,1000108,Asteroid-108,0.57970743207414,45151.15066978229,66789785.63205943,17.93970277052643,Earth,False,0.6932636761163443
109,1000109,Asteroid-109,0.20167997547369457,147610.6135437072,43308401.97820951,29.156495733180215,Earth,False,0.23198974688633348
110,1000110,Asteroid-110,0.7314811177552825,25403.17156706997,42337575.54999622,29.647344917218305,Earth,False,0.8623169104490445
111,1000111,Asteroid-111,0.41144100526247107,34292.271918361046,37570862.28706125,20.64388993995633,Earth,False,0.4569976123953846
112,1000112,Asteroid-112,2.324947154333007,31712.601689513787,5297617.034223336,28.849290315209032,Earth,True,3.048766178026018
113,1000113,Asteroid-113,2.022219745115398,134628.50795114122,6831776.195038434,23.172370135101474,Earth,True,2.5229921258847017
114,1000114,Asteroid-114,1.5871753537109545,99872.42008711948,45108309.22386555,19.046136988106504,Earth,False,1.7907669707586724
115,1000115,Asteroid-115,2.1799368695674173,27055.121067229567,25637797.000523318,25.53598081620898,Earth,False,2.5102151762953753
116,1000116,Asteroid-116,2.011143471478795,68846.8956634106,68803378.18666828,24.883527098622856,Earth,False,2.2741213187045757
117,1000117,Asteroid-117,0.4745594466262293,94218.2136351213,30553631.24822447,29.836879786631002,Earth,False,0.6092289025196345
118,1000118,Asteroid-118,2.2324719062400447,17102.292323460577,10831781.256827816,18.975709311139248,Earth,False,2.518815693876515
119,1000119,Asteroid-119,1.3529621823699705,132950.3734190641,53632440.6293025,25.080892539926033,Earth,False,1.7944130420348992
120,1000120,Asteroid-120,2.020525986358516,121522.5126390226,22072171.265931636,15.780356325441703,Earth,False,2.2350114386416537
121,1000121,Asteroid-121,2.241267336809498,78254.98216861255,39457726.0209564,16.70469058045079,Earth,False,2.633069412958345
122,1000122,Asteroid-122,0.8018286526799411,145233.3592125797,52367675.63433723,15.0587756242664,Earth,True,1.0962601361631341
123,1000123,Asteroid-123,0.28402929207391514,65575.34199488946,67529781.92903507,29.991910215895096,Earth,False,0.37365740376706624
124,1000124,Asteroid-124,0.5775585547294348,147695.9962602922,59435120.49064554,27.034105457212167,Earth,False,0.6479574556740513
125,1000125,Asteroid-125,1.0734983936793783,101848.39982652593,50759443.98366704,26.80084522100311,Earth,True,1.4452914992992298
126,1000126,Asteroid-126,2.0468567671470077,97027.33462182152,51004525.36139625,22.645891129322695,Earth,True,2.554294126351423
127,1000127,Asteroid-127,2.1532191523082953,29063.459817888826,70949755.83800328,19.5010062435816,Earth,False,2.9155338971239804
128,1000128,Asteroid-128,0.02731080502266485,132879.52495417336,22257224.90249055,17.268964266940138,Earth,False,0.03496389157974364
129,1000129,Asteroid-129,1.2817607834181388,66986.0047484892,183295.85529443683,19.270121082696953,Earth,False,1.6721209141495932
130,1000130,Asteroid-130,1.04935339784046,28523.843838459507,20469396.498925082,20.639568328937088,Earth,False,1.4670490090728163
131,1000131,Asteroid-131,0.5630484480721184,6828.09039648506,16420064.334043125,26.34465145470441,Earth,False,0.6585981434486823
132,1000132,Asteroid-132,0.3084647646608702,86164.57412756547,49671410.425038464,23.094926833547284,Earth,False,0.3970508085909461
133,1000133,Asteroid-133,0.8506617767950337,81472.94520778807,47564998.82243813,16.16225439833224,Earth,False,1.053201297943433
134,1000134,Asteroid-134,2.357845162742173,109306.275243528,44550257.564583816,15.270435134383684,Earth,False,2.62153615792424
135,1000135,Asteroid-135,0.8147753007316806,134087.41768758133,1316633.896388082,16.534982693010946,Earth,True,0.8997899271895318
136,1000136,Asteroid-136,1.3017886481409817,16513.954773239282,54685476.2783535,21.157480705460692,Earth,False,1.4785306356962646
137,1000137,Asteroid-137,1.760517207648993,111066.99109935254,24332427.895163316,28.997893755735276,Earth,False,2.279390081982177
138,1000138,Asteroid-138,0.9154377099244421,32174.731894149423,49912693.57659667,24.561037218138324,Earth,False,1.1627422244228196
139,1000139,Asteroid-139,2.429737385975192,129435.67270778878,41787724.294811286,27.027388498132726,Earth,False,3.0761176731517175
140,1000140,Asteroid-140,2.406493764405857,123764.20950994013,25770546.314550247,21.99561891756823,Earth,True,2.670142070959968
141,1000141,Asteroid-141,0.6369379166051569,83415.09447290393,10179762.406097671,20.424991247925643,Earth,False,0.7903067700931027
142,1000142,Asteroid-142,1.2481487796720399,107985.20580038016,7171975.434770023,16.62600559074934,Earth,False,1.7191837101633662
143,1000143,Asteroid-143,0.7591869914437566,50580.76641164352,62380723.15010554,28.138995332793073,Earth,False,0.925659663113467
144,1000144,Asteroid-144,0.7192528309998945,73319.34534525812,68887975.9019087,26.74740043541854,Earth,False,0.9260212907651219
145,1000145,Asteroid-145,0.10184849891278666,124137.35016801838,48769124.70264604,17.521771463965877,Earth,True,0.13586035726497767
146,1000146,Asteroid-146,1.5278151916099434,71593.45359011601,7847215.203050205,22.683908458143907,Earth,True,2.0399045959389497
147,1000147,Asteroid-147,1.2616707678398653,56880.74847218906,30211838.54492923,22.310622118818674,Earth,False,1.584385994707729
148,1000148,Asteroid-148,0.1381820906124735,76660.80485129349,54697546.087876275,24.376373290297927,Earth,False,0.18756637771194093
149,1000149,Asteroid-149,0.7038296959491626,125096.14160339667,58508584.2123541,29.19280340986892,Earth,False,0.8568517228800896
150,1000150,Asteroid-150,2.2715820560569675,53605.16686877655,8954574.809602536,23.696571626437194,Earth,True,3.1043621296760824
151,1000151,Asteroid-151,0.6065091077607614,30195.43100468285,102300.84151914295,23.103259001679277,Earth,False,0.710870007841975
152,1000152,Asteroid-152,0.3707882315071455,108242.0329479632,53439064.73645732,15.754843994019959,Earth,True,0.4390373384540562
153,1000153,Asteroid-153,1.228737373091132,124766.84084267187,26809053.581366803,15.943612140270359,Earth,False,1.3711924992708178
154,1000154,Asteroid-154,2.4642696307353957,19592.434385912333,19160651.738207694,17.81020186990183,Earth,False,3.298855041375687
155,1000155,Asteroid-155,0.6127176260636361,39781.74634961198,1066020.4872354553,15.487061575376224,Earth,False,0.7506505169545734
156,1000156,Asteroid-156,1.6836175130406377,25585.938515344114,40568425.56643633,26.150293433550186,Earth,False,1.967702687457642
157,1000157,Asteroid-157,1.906432842168507,55451.50467941416,63851190.08340603,25.84995455990945,Earth,False,2.2296439057084387
158,1000158,Asteroid-158,0.6017174845410752,70300.89194128483,71826610.30581683,17.040843516474645,Earth,False,0.8246056645557609
159,1000159,Asteroid-159,1.8232587080435305,113579.81885967944,42474296.800935365,27.541183511929212,Earth,False,2.461718289919676
160,1000160,Asteroid-160,0.9257800004709407,99416.39980784275,38633153.44771808,17.32179052269168,Earth,False,1.1720923475100307
161,1000161,Asteroid-161,1.584441518178013,95034.64228437252,6470723.273144159,19.517633804960383,Earth,True,2.0357431295887807
162,1000162,Asteroid-162,1.5874889797946279,56094.36725839989,41210572.83554072,18.734653487420474,Earth,False,1.9721338625991065
163,1000163,Asteroid-163,1.3440789633461487,127009.89519729019,28560433.014508057,20.584606478595717,Earth,False,1.6364160879597394
164,1000164,Asteroid-164,0.2348215274354767,73336.63927273387,45574432.53817991,18.819956488349426,Earth,False,0.3227957840528909
165,1000165,Asteroid-165,2.0899032140172027,146970.2160121974,29215603.45595335,22.33426389657678,Earth,False,2.377649053261464
166,1000166,Asteroid-166,0.8087423617796223,96950.61005288185,18098404.34643247,21.111118220320282,Earth,True,0.9911412914558455
167,1000167,Asteroid-167,0.47443109089563706,23308.387526852897,7212899.1146054,29.798542361689897,Earth,False,0.5709154645515316
168,1000168,Asteroid-168,0.11153010247136215,103045.74650093794,23687391.49970829,15.838895251923384,Earth,False,0.1393507529812364
169,1000169,Asteroid-169,1.4813234285387222,52140.082237596354,7338698.088152646,17.132720645810274,Earth,False,1.8328260166155528
170,1000170,Asteroid-170,1.6971352609872834,104517.44351948412,13349581.616716396,15.792388408629037,Earth,False,2.13103650330268
171,1000171,Asteroid-171,0.05130369403036182,15097.966483548833,74051478.27760799,24.387617924735636,Earth,False,0.058587571552406466
172,1000172,Asteroid-172,1.2851117151652098,30357.80839051411,33363356.412305735,15.817639161205793,Earth,False,1.6114561332213844
173,1000173,Asteroid-173,0.5739744802428656,129081.90254133902,39937195.31122574,27.54659606064185,Earth,False,0.6731145920777533
174,1000174,Asteroid-174,1.6164802481195304,37941.03576840966,65534027.80241743,22.679079460228916,Earth,False,1.8675186683560754
175,1000175,Asteroid-175,0.44417240822242876,126370.96316022631,74668110.64675252,22.905114368723005,Earth,False,0.4972289203727164
176,1000176,Asteroid-176,1.7304349678751403,45495.03282588951,43745312.25591665,23.423917615682914,Earth,False,2.299394661465977
177,1000177,Asteroid-177,0.9729710122883383,98217.87695851261,60954289.196208455,17.56220559459316,Earth,False,1.1950346930462556
178,1000178,Asteroid-178,2.342457671954469,105651.8331589255,24587882.722816978,17.965354546717315,Earth,True,3.017069330216546
